"Chile",9.6
"UnitedStates",9.2
"Indonesia",9.1
"Japan",9.1
"Russia",9
"Bangladesh",8.8
"Colombia",8.8
"Ecuador",8.8
"Canada",8.7
"China",8.6
"India",8.6
"Mexico",8.6
"Peru",8.6
"Greece",8.5
"Portugal",8.5
"Samoa",8.5
"Mongolia",8.4
"NewZealand",8.3
"Philippines",8.3
"Nepal",8.2
"Bolivia",8.2
"Fiji",8.2
"Taiwan",8.2
"DominicanRepublic",8.1
"Haiti",8.1
"Antarctica",8.1
"Pakistan",8.1
"PapuaNewGuinea",8.1
"SolomonIslands",8.1
"SouthGeorgiaandtheSouthSandwichIslands",8.1
"Tonga",8.1
"Vanuatu",8.1
"ElSalvador",8
"Myanmar",8
"PuertoRico",8
"Iran",7.9
"CocosIslands",7.9
"Romania",7.9
"Afghanistan",7.8
"Guam",7.8
"Palau",7.8
"Spain",7.8
"Turkey",7.8
"CostaRica",7.7
"Guatemala",7.7
"Kazakhstan",7.7
"Kyrgyzstan",7.7
"Nicaragua",7.7
"NorthernMarianaIslands",7.7
"Brazil",7.6
"Syria",7.6
"Venezuela",7.6
"Cuba",7.6
"Argentina",7.5
"Honduras",7.5
"Lebanon",7.5
"Panama",7.5
"Tajikistan",7.5
"Italy",7.4
"Malta",7.4
"BritishIndianOceanTerritory",7.3
"Egypt",7.3
"Tanzania",7.3
"Turkmenistan",7.3
"Bulgaria",7.2
"SouthSudan",7.2
"Algeria",7.1
"Maldives",7.1
"Micronesia",7.1
"Cyprus",7
"Georgia",7
"Kenya",7
"Mozambique",7
"Uzbekistan",7
"Azerbaijan",6.9
"Laos",6.9
"Montenegro",6.9
"Armenia",6.8
"DemocraticRepublicoftheCongo",6.8
"Libya",6.8
"Norway",6.8
"Albania",6.7
"Australia",6.7
"Mauritius",6.7
"TrinidadandTobago",6.7
"Ukraine",6.7
"Vietnam",6.7
"Zambia",6.7
"Bhutan",6.6
"Botswana",6.5
"Djibouti",6.5
"Ethiopia",6.5
"Paraguay",6.5
"Switzerland",6.5
"Uganda",6.5
"BosniaandHerzegovina",6.4
"Ghana",6.4
"Croatia",6.3
"Hungary",6.3
"Belgium",6.3
"Guinea",6.3
"Israel",6.3
"Jordan",6.3
"Morocco",6.3
"NorthKorea",6.3
"SouthAfrica",6.3
"Yemen",6.3
"Eritrea",6.2
"France",6.2
"Gabon",6.2
"Malawi",6.2
"Malaysia",6.2
"SaudiArabia",6.2
"UnitedKingdom",6.1
"Germany",6.1
"NorthMacedonia",6.1
"Thailand",6.1
"Comoros",6
"Mayotte",6
"Rwanda",5.9
"Iraq",5.8
"Poland",5.8
"Madagascar",5.6
"Slovenia",5.6
"Somalia",5.6
"Austria",5.5
"Serbia",5.5
"Tunisia",5.5
"Uruguay",5.5
"SouthKorea",5.4
"Burundi",5.3
"Guyana",5.3
"Netherlands",5.3
"Réunion",5.3
"Namibia",5.1
"Sweden",4.8
"CzechRepublic",4.8
"Estonia",4.7
"Finland",4.7
"Denmark",4.4
